text,Tense,Aspect,Subject Person,Ving
"they 're good people , Mala . Bibles and all . You!!!!!keep talking like that_ , and I may just take offense someday . "" "" All right , all right . But think about what it looks like . You here , them there . "" "" I know what it l",present,iterative,2nd,talk
"he pickup 's taillights flashed again . The driver!!!!!kept slowing down ,_ then speeding up again without ever going over the limit . A yellow light at the next intersection brought him to a complete halt . Paula gripped the",past,iterative,3rd,slow down
"w there was a soul in everything , that everything!!!!!kept making a choice_ to continue to exist , and welcomed into the world many things that did n't exist but that I could see , a clock that said now instead of tick ortock",past,ambiguous,3rd,make
"while they still could . A very famous hotel , Jin!!!!!kept telling them ._ A landmark of the British rule that prevailed here in Zimbabwe until the black people took their nodded . They were n't reassured . All they had to d",past,iterative,3rd,tell
"shes her up , laughs , says no , no , keep going ,!!!!!keep going . The_ tempo slows down when "" A Whiter Shade of Pale "" comes on . Mr. Bank pulls Grace close and puts a hand on her back . Grace glances at Mrs. Bank but s",present,continuative,2nd,go
"rue . Day after day , year after year , the people!!!!!kept coming . Mundy_ could n't remember ever having invited any of them , or ever him there , yes , but then there was everybody else . They crowded in the doorway , fill",past,iterative,3rd,come
"e . I squeezed the table leg and "" Hear about that!!!!!kept matching the outrageous_ bets . family in Siberia , The river came : another five . only learned "" All in , "" said Ike Senior . yesterday about World War Two ? "" "" See you ,",past,iterative,N/A,match
"thing in there I did n't give her ! Seems history!!!!!keeps crushing us with_ what we 're proudest of . Times , I just do n't know m'precious Meade . Is she and that poor wheezing dog all I 'll really leave behind ? Have I made",present,iterative,3rd,crush
"Hey , that 's my house you 're looking at . "" She!!!!!kept moving toward him_ , the trowel in her hand . He turned . And halfway through the turn , she caught his profile and realized , at that instant , this was someone she sh",past,continuative,3rd,move
"by . The battery light kept going on and he had to!!!!!keep starting the car_ up to run the heater and then shutting it oft again . What they talked about , he and Beverly -- this stranger who was sitting beside him in the dark",past,iterative,3rd,start up
things for which this woman despises her enough to!!!!!keep calling her house_ . For being a woman who destroyed relationships . For paralyzing her son . For allowing him to skid out onto a slippery slope . For never having had,present,iterative,3rd,call
". Sarah said she wanted more to happen , that she!!!!!kept waiting for everything_ to burn down ! When she said that , I could n't help liking her a little bit more . It was really an unexpected feeling , and a warmth spread through",past,continuative,3rd,wait
"m , returning with his servants . So the young man!!!!!kept wandering in that_ land , not knowing where he was going , for the first day , then the second day and then a third . On the fourth day his provisions were gone ; his h",past,continuative,3rd,wander
"with him today that your wife wants to know why he!!!!!keeps calling her husband_ in the middle of the night . "" That night , after they 'd made love , Isobel fell asleep with her back pressed up against him . She was sleeping deep",present,iterative,3rd,call
"began to eat . After giving birth to Patrick , she!!!!!kept putting on pounds_ , armoring herself job back at Southie High , nobody recognized her . By the time Patrick was old enough for high school , he requested anywhere but",past,ambiguous,3rd,put on
"de us go upstairs . I hid in the linen closet . He!!!!!kept yelling at them_ . "" Her voice trailed off . "" Will Mama be all right ? "" "" She "" By then , Diane was crying . Hazel held her and rocked her back and forth , saying ,",past,iterative,3rd,yell
", but this fat stack of fun probably could n't . I!!!!!kept turning the pages_ , wondering why six lawsuits ' worth of this grief had n't allowed me to figure out what it all meant , when the last page made my gut sink : "" Plain",past,iterative,1st,turn
"few bills , overdue student loans -- the mail just!!!!!kept coming . I_ kept telling the senders that Michelle was dead desk faced a dark , wooden door in the entry of a suite on the top floor of a sixteen-floor building",past,iterative,3rd,come
"soon for we still eat rations here for you know we!!!!!keep moving around and_ we have lots of work to do and no time to set up the mess hall so we kook our selves sic ration every day , we use can heat to n't hardly wait to com",present,continuative,1st,move
"oved the wrong one ? Now that 's a tragedy . "" "" I!!!!!keep seeing him ,_ . He placed a sausage into its bun , aligning slivers of fried onions and peppers along the sides of the meat . "" You want onions on yours ? "" he sai",present,iterative,1st,see
"rapidly was crucial , inasmuch as CharHe had been!!!!!kept hanging about at_ a "" disposal depot "" and might soon be "" repatriated . "" The very next day , February 14 , Fenton wrote home that he was going to be sent back to Can",PASSIVE,PASSIVE,PASSIVE,PASSIVE
"mily , her home -- her Ufe . Roxanne knew she must!!!!!keep pushing forward ,_ forever . She slowed au 's chestfiUingwith air , the twitch of a mouse underneath the snow -- the movement she saw was nothing , was so small it migh",past,continuative,3rd,push
"s the Red River bridge into Shreveport . My mother!!!!!kept complimenting me on_ my driving but reminding me to keep the car a little farther to the left . I circled a few blocks and came back . I stopped at the West Gate , or at",past,iterative,3rd,compliment
"I do now will prove them right . Turn myself in ?!!!!!Keep hiding out and_ not using my credit cards -- the day I first heard my name on the news I withdrew the maximum in cash I could from our bank account , then got the ma",present,continuative,2nd,hide out
"le and thinking . Is this my generation ? Arbuckle!!!!!kept talking . He_ explained how the secret money behind the government did it to CaHfornia and was trying to put the blame all over the map . "" It 's our own damn faul",past,continuative,3rd,talk
"he knew what it was , he did it every day , and he!!!!!kept doing it ,_ in his mind anyway , until he forgot . A rumbling shook him from an evolving dream and he fought to keep from slipping back joints cracked and he fel",past,iterative,3rd,do
"that forced the group to let him inside , let him!!!!!keep telling his horrible_ tales . Maybe Wilson should call a funeral home . He had only a vague idea of what that was , and no idea what it would cost . A thousand dollars ? T",present,iterative,3rd,tell
"e last second , he weaves , misses the thing , but!!!!!keeps going . He_ circles back , and , this time , when he charges , I know that he means it . "" Look ! "" he calls , and he 's running , reaching , mouth open and the",present,continuative,3rd,go
"ifty different outfits for ber fat Cbibuabua , and!!!!!kept buying more ._ A sailor outfit witb four matcbing patent-leatber sboes . A cowboy outfit witb four little matcbing boots , a ten-gallon hat with cbin elastic , and",past,iterative,3rd,buy
"rohahly thought I wanted to have sex with him . He!!!!!kept getting farther and_ farther ahead . "" You do n't stop , I 'm gon na get a heart attack , "" I yelled . "" This ai n't how I was fixin ' to die . All you got to do to save",past,iterative,3rd,get adj
