text,Tense,Aktionsart (C/I),Subject Person,Ving
"Now it becomes urgent to decide , but frivolous or weighty considerations <keep pulling him in> one direction or the other . Finally , when he has taken in all the information he can assimilate , after a dramatic `` I will go '' or after waking one morning knowing that the problem has solved itself in his sleep , he applies for his visa , resigns his job , packs his bags .",present,iterative,3rd,pull
"He gives a definite shape to a side in that he gets his hands on the ball and <keeps moving forward .> It 's almost impossible to put him down in the tackle , and there are few players about who you an say that .",present,continuative,3rd,move
"It warned that : `` One wallow does n't make a summer '' , a reference to the misleading optimism being gleaned by those who <kept harking back to> Ireland 's great performance in the World Cup . How prophetic it proved .",past,iterative,3rd,hark back
"<Keep drinking until it> pales in colour . It 's not always possible in London but a short walk might well get you away from the crown and give you a chance to loosen up your legs , contemplate the last few hours and consider how your body is feeling in general .",present,continuative,2nd,drink
"She searched around for further words to express her grief , but could find none , and <kept repeating herself .> `` Nay , but it 's a bad do ! ''",past,iterative,3rd,repeat
"These men and the general merchants needed capital to <keep going ; as> borrowers and lenders they formed a powerful nucleus in the life of the small provincial town . An inn-keeper like H. Goble of Petworth was worth ?561 when his will was proved in 1670 ; the local glover , N. Warner , died in 1645 worth ?1539 , most of which was held in mortgages on other men 's property .",past,continuative,3rd,go
"I <kept going back to> the interesting and varied articles , and I liked the fact that it is neither too career-oriented nor too mumsy . I 'll definitely be buying SHE next month !",past,iterative,1st,go
A senior Special Branch officer said last night : `` It looks to us as if one person <kept replaying the conversation> to ham operators . Each broadcast seemed to be an edited version of the original . '',past,iterative,3rd,replay
<Keep remembering the Jupiter> principle . MONEY,present,iterative,2nd,remember
They just <keep taking money away> from me . `` They demand poll tax .,present,iterative,3rd,take off
"12pm : Steam pudding --- <keep checking water level> . 12.05pm : Put sausages , bacon rolls in oven .",present,iterative,2nd,check
"His trainer , a very pushy guy , <kept saying : ``> One hundred phrases at his command , David ! Ask him any questions you like and he 'll answer . ''",past,iterative,3rd,say
"An insider said : `` It was the old tale of the founder wanting to <keep running the show> his way . '' Cupid unveiled a ?168,000 first half loss , down from ?93,000 profit last time .",present,continuative,3rd,run
`` We had over two inches of frosty snow on our sleeping bags as it <kept blowing in the> tent and we could n't close the door properly . Frankly we were so tired we did n't care any more . '',past,ambiguous,3rd,blow
We regret these `` unfortunate '' killings but please <keep sending your tourists> Bob Graham,present,ambiguous,2nd,send
`` And we expect others to <keep coming forward .> '' Two women came forward during the trial .,present,iterative,3rd,come forward
"In an exclusive interview last March , she told TODAY that when Gooch was away , their children --- Hannah , nine , and six-year-old twins Megan and Sally --- <kept asking `` When> is Daddy coming home ? Is it today , Mummy ? ''",past,iterative,3rd,ask
"The 16-year-old boy complained that his mother , who remarried and had three younger sons by her second husband , <kept picking on him> and ridiculing him . He was not allowed to eat with his half-brothers , a judge was told .",past,iterative,3rd,pick on
"`` I tried to tell him that , but he <kept hanging up .> '' Model Kate 's short cut to the top",past,iterative,3rd,hang up
"`` The ambulance came to take her away she <kept thanking us for> our help . '' Senior police officers were last night waiting to interview Suzanne in the burns unit of Withington Hospital , Manchester .",past,iterative,3rd,thank
"Stuart , aged five , <keeps asking when his> daddy is coming home , she said . `` It is so hard for them to understand .",present,iterative,3rd,ask
But because she <keeps breaking down the> details remain confused . Two days ago they said she had not been assaulted .,present,iterative,3rd,break down
"We have been written off all season , but we must <keep believing . ''> Crosby got a boost yesterday when influential midfielder Gary Owers was given an X-ray all-clear on an ankle injury .",present,continuative,1st,believe
"Australia 's world record try-scorer backed up Carling when he said : `` If all referees agreed on what is and is not within the laws , then we would not need to <keep tinkering with them> . `` We need to get player representation involved when such changes are in the air because , frankly , I saw nothing wrong with the old laws --- just the way some countries played them . ''",present,iterative,1st,tinker
"That 's what Quinn will get at Coventry and , injuries apart , there 's nothing more certain he 'll <keep firing them in> . People say the hardest job in the game is putting the ball in the net , but that 's not true .",future,iterative,3rd,fire
"`` We <kept making chances ,> and at half time were told not to panic and start wellying everything forward , '' said Sharpe . `` Sooner or later we had to start hitting the back of the net .",past,iterative,1st,make
